siec,unit,geo\time	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
G3000,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
O4000XBIO,PC,AL	0.904 	-8.737 	-1.896 	2.816 	9.610 	15.456 	18.329 	24.528 	32.004 	68.149 	69.526 	71.513 	69.848 	72.627 	69.859 	72.185 	58.682 	57.810 	62.829 	61.658 	47.637 	30.864 	2.005 	26.113 	23.111 	6.395 	26.408 	40.254 	33.284 	28.314 	37.374 
O4000XBIO,PC,AT	90.207 	87.415 	89.055 	85.891 	89.707 	89.325 	90.894 	90.163 	93.634 	91.018 	89.043 	89.079 	93.789 	93.570 	93.687 	92.053 	95.689 	91.962 	92.867 	91.546 	90.404 	92.308 	92.243 	92.440 	91.418 	93.835 	91.802 	92.212 	93.985 	95.653 	97.468 
O4000XBIO,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.591 	104.760 	104.837 	100.316 	97.049 	93.188 	99.810 
O4000XBIO,PC,BE	98.427 	100.758 	100.136 	99.340 	100.939 	99.566 	100.453 	99.601 	101.779 	96.617 	100.157 	100.821 	98.924 	100.801 	99.813 	100.759 	100.778 	97.391 	101.262 	99.182 	101.319 	100.535 	99.213 	101.920 	100.992 	103.780 	98.694 	97.055 	100.677 	101.483 	102.725 
O4000XBIO,PC,BG	88.447 	101.535 	91.252 	101.766 	98.150 	99.969 	101.071 	99.785 	98.491 	94.369 	96.015 	98.432 	98.875 	97.862 	98.359 	102.530 	99.111 	100.839 	99.641 	101.947 	101.881 	98.637 	97.892 	104.578 	98.707 	101.827 	100.510 	101.588 	95.744 	102.601 	97.511 
O4000XBIO,PC,CY	98.603 	101.107 	100.147 	103.897 	97.492 	102.634 	100.100 	99.593 	98.734 	103.927 	100.309 	97.540 	102.023 	97.768 	97.809 	102.313 	104.179 	98.583 	100.080 	98.913 	104.192 	95.790 	100.980 	100.817 	97.867 	102.824 	100.671 	100.900 	99.230 	99.716 	101.676 
O4000XBIO,PC,CZ	95.711 	95.613 	97.676 	96.829 	99.732 	98.560 	98.096 	100.784 	99.689 	94.918 	95.310 	97.452 	93.622 	95.754 	93.631 	97.493 	96.890 	96.307 	97.636 	96.799 	96.543 	95.446 	95.466 	96.473 	97.614 	97.828 	97.250 	97.062 	99.469 	97.527 	101.229 
O4000XBIO,PC,DE	94.432 	97.272 	98.870 	96.853 	97.290 	95.804 	97.172 	96.725 	99.171 	93.914 	94.592 	96.683 	94.059 	97.230 	95.438 	97.317 	95.791 	94.357 	96.227 	96.503 	96.756 	95.500 	97.151 	96.475 	95.908 	96.541 	96.374 	95.834 	95.484 	97.339 	96.544 
O4000XBIO,PC,DK	29.642 	19.979 	11.268 	7.213 	8.932 	11.143 	5.684 	-10.224 	-6.153 	-48.727 	-84.105 	-71.347 	-99.284 	-99.795 	-116.420 	-104.447 	-86.460 	-66.199 	-49.170 	-61.165 	-44.328 	-48.119 	-35.050 	-15.521 	-9.933 	5.297 	2.537 	-5.315 	18.261 	44.820 	54.996 
O4000XBIO,PC,EA19	95.906 	95.872 	97.265 	95.769 	96.591 	95.981 	96.501 	96.618 	97.991 	95.469 	97.639 	96.789 	96.347 	97.189 	96.860 	97.650 	97.531 	96.050 	97.541 	96.861 	96.919 	96.273 	96.736 	96.883 	96.294 	98.545 	96.636 	96.031 	96.403 	98.208 	97.875 
O4000XBIO,PC,EE	103.303 	90.950 	95.355 	98.805 	100.307 	105.775 	101.893 	96.291 	101.137 	92.146 	101.467 	93.712 	100.990 	97.816 	99.308 	98.847 	105.361 	105.068 	95.682 	106.817 	95.781 	100.337 	100.283 	103.619 	101.688 	101.744 	101.507 	115.048 	84.630 	129.644 	130.198 
O4000XBIO,PC,EL	93.174 	94.255 	100.929 	99.498 	86.418 	98.593 	97.582 	99.828 	102.487 	95.273 	100.318 	98.540 	102.640 	96.127 	104.829 	97.782 	101.338 	100.971 	101.295 	96.763 	98.697 	93.929 	101.387 	94.730 	99.930 	105.487 	99.698 	98.097 	97.935 	95.719 	106.438 
O4000XBIO,PC,ES	98.831 	96.259 	97.496 	98.452 	99.479 	101.466 	98.963 	100.228 	100.823 	100.177 	101.034 	99.293 	101.174 	99.603 	99.377 	101.243 	100.839 	99.654 	100.365 	98.866 	99.882 	99.793 	96.758 	97.355 	101.662 	102.151 	99.236 	97.849 	98.957 	101.835 	99.355 
O4000XBIO,PC,EU27_2020	93.057 	92.673 	94.192 	92.986 	93.549 	92.949 	93.521 	93.651 	94.948 	91.658 	93.279 	92.919 	91.873 	93.088 	92.702 	93.847 	93.775 	93.110 	94.537 	93.974 	93.966 	93.345 	93.855 	94.323 	94.087 	96.748 	94.701 	93.783 	94.520 	96.728 	96.996 
O4000XBIO,PC,FI	99.994 	93.924 	97.047 	93.740 	115.004 	94.958 	97.414 	98.312 	96.772 	94.541 	104.066 	103.436 	93.885 	101.183 	96.144 	99.097 	100.390 	100.202 	103.588 	101.140 	92.275 	99.935 	95.631 	109.192 	98.175 	109.478 	97.364 	96.110 	98.182 	95.120 	102.416 
O4000XBIO,PC,FR	95.802 	97.791 	97.415 	95.335 	96.029 	96.972 	96.650 	98.226 	98.801 	96.465 	99.533 	97.763 	98.711 	99.416 	97.833 	99.380 	98.467 	98.030 	97.878 	97.840 	97.907 	98.354 	98.222 	99.313 	98.572 	98.608 	97.657 	99.122 	98.042 	98.429 	98.552 
O4000XBIO,PC,HR	43.273 	24.944 	40.922 	40.493 	51.446 	55.728 	58.333 	56.784 	57.176 	66.418 	61.035 	67.549 	81.472 	70.715 	77.686 	79.383 	76.579 	81.593 	84.232 	77.759 	80.642 	81.229 	75.150 	78.793 	75.748 	81.432 	78.967 	77.130 	82.112 	76.278 	73.696 
O4000XBIO,PC,HU	75.557 	62.242 	72.091 	75.100 	75.516 	70.938 	68.783 	73.909 	81.068 	75.154 	75.879 	71.482 	72.854 	76.342 	78.211 	81.998 	79.333 	82.926 	81.630 	78.639 	85.293 	83.116 	82.009 	85.254 	88.264 	93.700 	90.073 	86.980 	86.217 	86.649 	87.085 
O4000XBIO,PC,IE	104.487 	100.114 	98.850 	101.298 	98.476 	100.199 	101.198 	101.621 	101.648 	100.934 	98.778 	101.756 	101.453 	100.507 	100.307 	100.010 	100.836 	97.070 	101.176 	99.082 	97.482 	101.753 	99.325 	101.065 	98.417 	104.591 	99.084 	98.135 	98.004 	98.778 	103.223 
O4000XBIO,PC,IS	99.636 	98.770 	107.293 	97.275 	99.852 	100.121 	96.769 	98.401 	100.245 	103.631 	104.289 	99.691 	97.354 	94.231 	103.321 	102.012 	97.386 	99.936 	99.831 	101.893 	95.636 	100.573 	100.716 	101.794 	98.979 	102.534 	100.979 	99.799 	105.828 	95.742 	95.886 
O4000XBIO,PC,IT	97.260 	92.813 	95.898 	93.356 	95.452 	93.342 	93.896 	92.339 	94.064 	94.918 	96.135 	92.930 	94.093 	93.034 	93.137 	91.804 	93.174 	92.264 	91.947 	91.922 	93.576 	91.039 	90.065 	90.714 	88.536 	89.433 	90.948 	91.515 	89.845 	92.510 	88.717 
O4000XBIO,PC,LT	104.155 	97.608 	92.124 	97.531 	90.576 	114.557 	91.155 	94.869 	88.699 	86.608 	100.978 	75.440 	76.469 	89.443 	94.759 	93.445 	97.953 	95.085 	92.806 	89.998 	98.667 	91.549 	93.114 	93.369 	93.153 	100.712 	97.912 	94.995 	98.438 	100.828 	102.673 
O4000XBIO,PC,LU	100.700 	98.808 	101.373 	98.992 	99.997 	98.262 	100.880 	99.591 	101.763 	97.835 	102.098 	98.814 	100.677 	100.209 	99.583 	99.387 	100.983 	98.751 	100.179 	100.094 	99.348 	99.685 	100.461 	100.325 	100.228 	99.295 	100.039 	99.708 	99.733 	100.371 	99.959 
O4000XBIO,PC,LV	100.458 	100.824 	95.884 	101.456 	97.572 	102.607 	110.339 	89.856 	102.353 	84.007 	94.867 	101.365 	97.990 	99.216 	100.288 	102.174 	102.196 	98.248 	99.027 	99.504 	94.442 	101.825 	101.679 	100.387 	92.444 	102.920 	109.121 	100.121 	98.079 	100.194 	105.579 
O4000XBIO,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	102.947 	97.670 	104.508 	101.866 	100.654 	96.899 	95.291 
O4000XBIO,PC,MK	99.955 	110.285 	100.352 	101.324 	95.659 	117.266 	100.000 	100.000 	106.021 	90.816 	97.176 	102.737 	108.369 	90.627 	102.353 	102.418 	100.192 	96.590 	97.451 	106.394 	97.834 	97.307 	103.737 	93.931 	99.888 	99.827 	101.886 	99.678 	99.215 	101.847 	102.941 
O4000XBIO,PC,MT	100.000 	108.737 	112.556 	100.000 	100.000 	104.803 	100.000 	100.000 	100.000 	109.475 	100.246 	99.822 	99.817 	99.843 	99.850 	100.000 	100.000 	100.000 	100.000 	99.972 	99.215 	101.587 	101.386 	104.622 	98.273 	97.876 	101.815 	104.180 	97.417 	97.803 	99.270 
O4000XBIO,PC,NL	87.947 	90.075 	92.323 	90.711 	91.308 	85.772 	91.747 	92.344 	92.084 	89.205 	97.364 	93.762 	90.819 	91.843 	95.165 	96.211 	96.069 	92.365 	97.650 	97.861 	94.222 	92.251 	97.903 	95.284 	91.347 	101.725 	95.044 	90.541 	93.917 	101.078 	100.158 
O4000XBIO,PC,NO	-833.624 	-937.350 	-1204.253 	-1219.017 	-1536.292 	-1564.466 	-1713.806 	-1654.888 	-1575.320 	-1483.340 	-1598.987 	-1746.682 	-1637.971 	-1345.487 	-1114.600 	-967.907 	-858.789 	-1031.753 	-817.782 	-752.495 	-621.184 	-759.057 	-572.895 	-474.033 	-710.795 	-747.480 	-864.525 	-714.510 	-673.745 	-776.553 	-926.655 
O4000XBIO,PC,PL	104.760 	95.396 	98.652 	102.127 	96.007 	96.008 	97.529 	99.829 	98.444 	95.931 	99.708 	93.435 	96.561 	98.503 	96.386 	98.492 	100.597 	105.509 	97.351 	99.831 	98.203 	96.829 	96.625 	93.539 	95.451 	99.497 	94.957 	98.598 	98.770 	97.333 	96.861 
O4000XBIO,PC,PT	100.936 	102.253 	99.347 	100.303 	99.431 	100.554 	98.643 	100.489 	99.955 	101.571 	99.384 	102.833 	96.235 	103.090 	97.866 	102.342 	99.083 	98.061 	102.965 	99.309 	97.538 	100.829 	99.180 	97.143 	97.379 	101.719 	98.712 	100.202 	103.959 	98.125 	97.558 
O4000XBIO,PC,RO	58.561 	49.870 	47.877 	49.653 	39.019 	49.746 	47.969 	55.051 	45.287 	35.124 	34.446 	46.681 	33.720 	32.218 	46.775 	38.605 	43.742 	51.563 	52.157 	52.100 	52.622 	47.394 	52.173 	47.653 	54.945 	54.243 	57.326 	61.289 	63.128 	65.367 	64.704 
O4000XBIO,PC,RS	79.482 	70.946 	53.419 	37.200 	39.724 	42.390 	68.782 	74.709 	71.694 	37.627 	32.827 	66.062 	73.800 	77.778 	84.411 	85.043 	85.927 	83.401 	86.814 	80.432 	74.812 	72.639 	65.435 	60.724 	61.704 	64.100 	72.512 	75.405 	76.101 	75.678 	76.211 
O4000XBIO,PC,SE	99.728 	97.022 	96.683 	99.985 	103.475 	95.345 	102.623 	100.126 	103.854 	94.805 	100.758 	104.250 	91.513 	105.082 	98.095 	103.881 	99.409 	99.132 	102.651 	101.663 	93.662 	98.623 	95.509 	100.436 	101.572 	114.645 	107.341 	86.791 	90.630 	106.841 	127.812 
O4000XBIO,PC,SI	102.861 	98.136 	99.243 	99.792 	101.552 	97.787 	99.429 	102.906 	98.546 	97.524 	101.542 	97.925 	100.672 	101.333 	101.377 	101.248 	97.810 	98.860 	101.680 	100.295 	99.163 	99.703 	104.251 	97.257 	97.686 	99.614 	100.296 	103.178 	99.240 	101.441 	99.471 
O4000XBIO,PC,SK	100.258 	93.226 	97.274 	98.563 	96.066 	102.116 	99.738 	99.927 	101.868 	97.301 	92.483 	97.472 	97.417 	101.002 	103.644 	97.360 	104.403 	100.980 	100.988 	97.911 	98.433 	100.898 	99.435 	100.996 	102.547 	100.607 	102.026 	97.540 	101.251 	101.264 	101.986 
O4000XBIO,PC,TR	89.648 	77.093 	83.089 	87.979 	89.427 	91.760 	91.595 	88.632 	90.237 	88.830 	93.420 	91.950 	91.384 	93.171 	93.072 	90.900 	94.048 	96.480 	93.459 	90.999 	92.581 	91.454 	95.648 	93.079 	93.104 	97.636 	95.462 	95.672 	94.919 	93.652 	91.796 
O4000XBIO,PC,UK	-12.738 	-8.979 	-12.195 	-19.205 	-49.294 	-57.653 	-55.082 	-57.966 	-60.002 	-65.429 	-54.380 	-43.822 	-47.948 	-33.389 	-16.898 	-3.113 	8.659 	2.106 	9.102 	7.716 	14.078 	26.808 	36.673 	39.547 	42.188 	36.712 	34.146 	35.647 	28.721 	27.824 	: 
O4000XBIO,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
TOTAL,PC,AL	6.412 	-3.496 	-3.378 	0.194 	3.586 	6.696 	6.354 	8.776 	16.347 	41.525 	45.781 	52.210 	53.360 	50.757 	47.764 	49.710 	40.387 	49.179 	49.780 	46.388 	28.897 	35.658 	15.626 	25.300 	28.716 	12.593 	20.128 	38.126 	20.967 	31.546 	35.822 
TOTAL,PC,AT	68.826 	66.867 	68.662 	65.905 	65.449 	66.555 	69.596 	67.603 	70.371 	65.428 	65.543 	65.040 	68.022 	70.993 	71.072 	71.761 	72.257 	68.480 	68.738 	65.121 	62.779 	69.976 	63.782 	61.261 	65.620 	60.371 	62.099 	63.928 	64.231 	71.623 	58.324 
TOTAL,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.209 	33.693 	31.518 	34.031 	24.263 	27.377 	25.401 
TOTAL,PC,BE	75.267 	77.077 	78.167 	76.775 	79.863 	80.952 	80.543 	78.419 	80.851 	77.028 	78.164 	80.693 	77.667 	79.704 	79.773 	79.908 	79.484 	76.879 	80.843 	75.913 	78.553 	76.463 	76.564 	77.777 	80.102 	84.146 	75.890 	75.257 	82.969 	77.592 	78.055 
TOTAL,PC,BG	63.429 	63.208 	56.599 	58.613 	55.346 	57.318 	56.403 	51.221 	50.259 	48.593 	46.409 	46.199 	46.917 	46.650 	48.340 	47.343 	46.223 	51.233 	52.154 	45.393 	40.146 	36.732 	36.853 	38.319 	35.172 	36.446 	38.472 	39.362 	36.325 	38.104 	37.882 
TOTAL,PC,CY	98.295 	100.745 	99.859 	103.636 	97.006 	100.480 	98.175 	97.716 	96.799 	101.907 	98.632 	96.075 	100.557 	96.074 	95.457 	100.703 	102.508 	95.894 	97.540 	96.130 	100.636 	92.263 	96.748 	96.071 	93.086 	97.319 	95.841 	95.927 	92.491 	92.792 	93.077 
TOTAL,PC,CZ	15.179 	15.609 	15.701 	15.836 	18.641 	20.454 	24.186 	24.032 	25.024 	24.971 	22.704 	25.012 	26.204 	24.929 	25.338 	27.846 	27.498 	24.989 	27.736 	26.866 	25.379 	28.831 	25.413 	27.580 	30.227 	32.089 	32.800 	37.162 	36.879 	40.822 	38.898 
TOTAL,PC,DE	46.527 	51.568 	54.514 	55.429 	56.686 	56.749 	58.669 	59.336 	60.969 	59.243 	59.441 	60.891 	60.126 	60.540 	61.158 	60.740 	60.981 	58.516 	60.769 	61.103 	59.992 	61.801 	61.215 	62.411 	61.779 	62.132 	63.752 	63.959 	63.478 	67.055 	63.711 
TOTAL,PC,DK	45.496 	39.612 	36.956 	27.272 	27.210 	33.547 	22.029 	15.772 	5.601 	-16.882 	-35.918 	-28.630 	-42.287 	-31.541 	-47.120 	-50.618 	-35.492 	-24.247 	-20.993 	-19.937 	-16.009 	-5.965 	-2.815 	12.306 	12.202 	13.060 	13.529 	11.345 	22.704 	38.698 	44.856 
TOTAL,PC,EA19	57.157 	57.937 	59.464 	57.719 	58.957 	59.712 	59.844 	60.903 	62.762 	62.666 	64.096 	63.234 	63.816 	64.036 	64.129 	65.033 	65.436 	63.598 	64.439 	63.302 	61.803 	62.440 	61.035 	59.899 	60.164 	62.170 	61.953 	63.109 	63.362 	65.193 	62.075 
TOTAL,PC,EE	41.000 	38.896 	35.564 	36.799 	34.485 	32.967 	30.356 	30.431 	37.701 	35.152 	33.984 	33.740 	32.106 	29.768 	30.108 	26.879 	30.031 	24.291 	27.215 	27.171 	14.680 	13.646 	20.647 	14.522 	11.562 	11.181 	8.069 	4.584 	1.229 	4.838 	10.502 
TOTAL,PC,EL	61.852 	63.096 	68.830 	66.386 	58.450 	66.465 	67.858 	67.206 	69.756 	65.670 	69.055 	68.495 	71.063 	67.088 	72.259 	68.203 	71.419 	70.858 	72.915 	67.341 	68.584 	64.677 	65.889 	61.750 	65.455 	71.047 	72.911 	71.282 	70.681 	74.103 	81.415 
TOTAL,PC,ES	62.728 	63.286 	66.213 	65.318 	67.598 	71.893 	70.628 	71.517 	74.514 	76.749 	76.797 	74.797 	78.642 	76.738 	77.652 	81.534 	81.505 	79.560 	81.605 	79.549 	77.003 	76.012 	72.798 	69.997 	72.557 	72.741 	71.486 	73.886 	73.613 	75.032 	67.890 
TOTAL,PC,EU27_2020	50.022 	50.437 	51.727 	50.264 	51.314 	52.148 	52.678 	53.549 	55.364 	55.020 	56.280 	55.764 	56.251 	56.873 	56.843 	57.815 	58.253 	57.214 	58.364 	57.163 	55.763 	56.364 	54.921 	53.940 	54.422 	56.068 	56.164 	57.557 	58.132 	60.464 	57.497 
TOTAL,PC,FI	61.017 	56.795 	55.683 	55.897 	65.815 	53.450 	54.854 	56.031 	53.237 	50.675 	55.475 	55.337 	52.360 	59.095 	54.731 	54.459 	54.073 	53.320 	54.483 	54.803 	48.859 	53.914 	47.109 	49.662 	49.935 	47.947 	46.166 	43.941 	44.816 	42.112 	42.032 
TOTAL,PC,FR	52.174 	52.248 	51.796 	47.707 	47.390 	47.677 	48.209 	48.739 	50.960 	51.273 	51.248 	50.402 	50.792 	50.640 	50.837 	51.677 	51.495 	50.394 	50.724 	50.627 	48.645 	49.052 	48.204 	48.021 	46.243 	45.933 	47.399 	48.797 	46.844 	47.556 	44.463 
TOTAL,PC,HR	40.211 	27.739 	34.216 	32.441 	37.937 	36.248 	38.927 	42.513 	44.476 	48.803 	48.450 	46.527 	54.422 	50.708 	51.885 	52.564 	49.170 	51.806 	54.750 	46.016 	46.693 	49.639 	49.862 	47.434 	44.206 	48.786 	48.430 	53.152 	52.691 	56.216 	53.589 
TOTAL,PC,HU	49.268 	46.012 	44.339 	47.526 	46.763 	47.796 	51.229 	51.284 	54.652 	53.424 	54.978 	53.411 	56.885 	62.057 	60.955 	62.254 	61.819 	60.362 	62.589 	57.574 	56.930 	50.273 	50.146 	50.122 	59.845 	53.875 	55.823 	62.645 	58.123 	69.712 	56.628 
TOTAL,PC,IE	69.010 	67.024 	65.885 	66.932 	64.931 	71.312 	71.667 	75.964 	80.348 	85.546 	85.433 	89.605 	88.086 	90.265 	91.614 	89.655 	90.758 	87.563 	90.010 	87.821 	87.484 	90.352 	83.709 	91.620 	86.150 	88.778 	69.079 	66.882 	67.556 	68.700 	71.302 
TOTAL,PC,IS	32.967 	31.353 	36.464 	33.342 	34.319 	34.126 	34.311 	34.802 	34.629 	32.165 	30.567 	29.083 	28.813 	27.848 	31.955 	31.224 	25.980 	22.832 	21.200 	20.106 	13.864 	13.390 	13.694 	13.505 	13.955 	16.418 	18.941 	18.370 	19.143 	16.106 	11.966 
TOTAL,PC,IT	84.401 	81.909 	84.041 	80.458 	80.774 	82.027 	81.952 	80.728 	81.836 	82.957 	86.523 	83.244 	85.589 	82.995 	84.360 	83.348 	85.867 	83.002 	82.804 	80.777 	82.571 	81.353 	79.109 	76.736 	75.811 	77.030 	77.653 	76.979 	76.338 	77.484 	73.454 
TOTAL,PC,LT	71.002 	70.477 	59.959 	55.784 	63.725 	61.946 	51.569 	54.418 	49.125 	52.265 	57.776 	45.539 	40.610 	42.663 	45.521 	55.332 	60.351 	59.111 	56.016 	48.550 	79.045 	78.604 	77.534 	75.556 	74.935 	75.452 	74.784 	71.965 	73.897 	75.202 	74.909 
TOTAL,PC,LU	99.499 	98.591 	99.488 	98.329 	98.776 	97.717 	99.379 	98.492 	99.468 	97.089 	99.598 	97.374 	98.610 	98.378 	97.892 	97.376 	98.232 	96.668 	97.446 	97.514 	97.069 	97.293 	97.510 	97.101 	96.630 	95.965 	96.294 	95.581 	95.183 	95.044 	92.458 
TOTAL,PC,LV	88.963 	85.583 	87.508 	71.172 	72.361 	70.534 	73.982 	60.381 	60.793 	55.925 	61.010 	59.372 	58.760 	63.235 	69.422 	63.841 	66.707 	62.478 	58.825 	60.411 	45.545 	59.863 	56.388 	55.883 	40.592 	51.179 	47.152 	44.053 	44.313 	43.913 	45.481 
TOTAL,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42.477 	44.975 	54.291 	46.208 	43.066 	26.397 	36.219 	34.270 	23.482 	29.917 	30.080 	34.590 	40.486 	31.060 	32.857 	27.422 
TOTAL,PC,MK	48.415 	49.740 	44.304 	46.344 	34.790 	41.446 	45.109 	42.899 	42.728 	36.391 	40.758 	38.793 	46.368 	39.189 	41.804 	42.761 	44.683 	47.116 	46.304 	45.221 	44.005 	45.620 	48.187 	46.729 	51.550 	52.432 	58.754 	56.186 	58.388 	58.146 	63.291 
TOTAL,PC,MT	100.000 	107.146 	110.631 	100.000 	100.404 	103.552 	100.000 	100.000 	100.000 	109.475 	100.246 	99.822 	99.802 	99.826 	99.829 	99.967 	99.962 	99.956 	99.952 	99.926 	99.036 	101.300 	100.973 	104.139 	97.657 	97.296 	101.076 	103.052 	97.527 	97.278 	97.560 
TOTAL,PC,NL	23.651 	18.908 	18.974 	17.742 	22.503 	20.762 	17.764 	26.180 	28.952 	31.183 	38.267 	34.403 	35.084 	38.717 	32.149 	37.784 	38.561 	37.407 	33.555 	34.059 	28.279 	29.357 	30.635 	23.739 	30.948 	49.051 	45.958 	51.906 	59.495 	64.304 	68.068 
TOTAL,PC,NO	-435.231 	-479.730 	-533.338 	-526.405 	-602.279 	-640.327 	-756.473 	-731.931 	-676.127 	-653.235 	-723.443 	-716.791 	-801.071 	-739.130 	-702.544 	-661.358 	-627.919 	-648.208 	-564.390 	-572.186 	-512.833 	-575.904 	-530.724 	-471.686 	-559.141 	-575.438 	-611.539 	-593.337 	-554.773 	-567.102 	-623.059 
TOTAL,PC,PL	0.854 	1.221 	1.605 	2.622 	0.086 	-0.191 	5.430 	6.570 	8.526 	9.924 	10.722 	10.450 	11.439 	13.309 	14.727 	17.748 	20.149 	25.790 	30.862 	32.041 	31.569 	34.020 	31.628 	26.254 	29.415 	29.848 	30.760 	38.269 	43.505 	45.237 	42.760 
TOTAL,PC,PT	83.571 	82.315 	84.112 	82.652 	81.261 	85.720 	80.751 	84.167 	84.421 	87.781 	85.286 	85.177 	84.162 	85.488 	83.933 	88.561 	83.967 	81.519 	83.623 	81.434 	75.220 	77.792 	79.461 	73.347 	70.234 	76.293 	72.241 	77.965 	75.653 	73.860 	65.261 
TOTAL,PC,RO	35.907 	28.716 	29.565 	27.023 	25.803 	30.860 	31.018 	32.662 	28.935 	21.163 	21.884 	26.272 	24.275 	25.418 	30.036 	27.474 	29.158 	31.460 	27.650 	19.890 	21.386 	21.140 	22.463 	18.317 	16.663 	16.687 	21.901 	23.295 	24.291 	30.282 	28.201 
TOTAL,PC,RS	30.936 	26.653 	20.645 	10.232 	9.549 	10.463 	24.898 	26.959 	24.595 	14.117 	13.877 	23.463 	26.366 	28.617 	33.482 	36.611 	38.232 	36.392 	37.729 	32.256 	33.516 	30.445 	27.940 	24.094 	27.937 	27.693 	29.726 	33.815 	34.640 	35.611 	29.836 
TOTAL,PC,SE	38.187 	35.713 	37.404 	38.858 	40.376 	37.757 	40.442 	38.406 	37.875 	35.185 	39.316 	37.005 	37.664 	43.679 	37.256 	38.075 	38.227 	36.797 	38.416 	38.186 	37.990 	36.476 	30.164 	32.790 	32.335 	30.061 	33.301 	26.658 	29.059 	30.044 	33.511 
TOTAL,PC,SI	45.867 	42.493 	42.006 	48.369 	49.334 	51.018 	55.512 	55.468 	52.525 	55.969 	51.852 	48.940 	49.749 	52.467 	51.379 	50.826 	50.897 	50.821 	53.587 	48.834 	49.277 	48.329 	51.813 	47.461 	45.187 	49.304 	49.017 	50.769 	51.213 	52.116 	45.801 
TOTAL,PC,SK	77.071 	72.976 	74.782 	68.893 	68.114 	68.881 	73.197 	72.969 	70.669 	66.162 	65.065 	62.537 	64.476 	64.918 	68.180 	65.990 	64.344 	69.736 	65.842 	67.692 	64.448 	65.933 	61.625 	60.825 	62.135 	60.102 	60.551 	64.845 	63.679 	69.762 	56.329 
TOTAL,PC,TR	53.545 	47.410 	50.231 	55.291 	55.860 	59.274 	60.447 	59.945 	60.155 	60.893 	65.384 	64.574 	67.567 	70.507 	70.222 	71.680 	72.792 	74.154 	72.379 	70.375 	70.651 	71.111 	75.642 	75.385 	76.294 	77.877 	75.482 	77.168 	73.789 	69.952 	70.648 
TOTAL,PC,UK	2.277 	5.097 	3.838 	-0.032 	-14.584 	-16.750 	-14.766 	-15.482 	-16.431 	-20.573 	-17.128 	-9.526 	-11.954 	-5.960 	4.485 	13.363 	21.132 	20.378 	26.236 	27.274 	29.008 	36.942 	43.387 	47.758 	46.773 	37.638 	35.639 	35.575 	35.513 	34.829 	: 
TOTAL,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.108 	27.121 	27.186 	26.714 	27.143 	28.216 	29.470 	29.034 	27.071 	25.880 	24.605 	27.504 	27.249 	21.847 	27.178 	27.601 	23.609 	29.957 	29.274 	30.534 	29.537 
